index,user_id,sequence_item_ids,sequence_ratings,sequence_timestamps
5971,5971,"3811,3239,2544,2988,2985,2074,803","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1467763200,1467763200,1467763200,1467763200,1467763200,1467763200,1475884800"
11123,11123,"854,478,476,1816,3987,479,882,4679","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1500768000,1500768000,1500768000,1500768000,1500768000,1500768000,1500768000,1500768000"
10732,10732,"94,355,479,383,160,1324","5.0,5.0,5.0,5.0,5.0,5.0","1415923200,1416182400,1420416000,1420416000,1430697600,1430697600"
7608,7608,"137,1033,1377,1150,3509,910,3544,2339,136","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1444780800,1463529600,1472515200,1472515200,1472515200,1472515200,1472515200,1472515200,1472515200"
7829,7829,"1426,3211,3044,3448,310,2217","5.0,5.0,4.0,5.0,5.0,3.0","1452902400,1452902400,1452902400,1452902400,1452902400,1452988800"
8199,8199,"2467,1441,1655,3311,3665,3309,1506,4799,2271","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1370131200,1436227200,1436227200,1469836800,1469836800,1469836800,1472947200,1472947200,1480550400"
9048,9048,"2060,3339,947,3022,1115,1976,1354","5.0,5.0,5.0,5.0,5.0,4.0,5.0","1467072000,1467676800,1467676800,1467676800,1494892800,1495929600,1505260800"
3418,3418,"1852,881,1386,98,3022,538,47,4228,2416,3300,354,1642,107,2162,4274","4.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0","1462320000,1462320000,1462320000,1463702400,1463702400,1463702400,1465603200,1465603200,1465603200,1470182400,1470873600,1470873600,1470873600,1481155200,1489104000"
6260,6260,"909,622,177,164,238,125,510","5.0,5.0,5.0,2.0,5.0,5.0,5.0","1416700800,1418428800,1420243200,1420243200,1420243200,1420243200,1420243200"
1284,1284,"2056,95,2595,421,422,2105,2966,25,2545,2965,992,1203,1339,1823,2548,2748,2533,2084,413,395,2102,397,2290,937,2524,4060,392,3508","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1462060800,1462060800,1462060800,1462060800,1462060800,1462060800,1462060800,1462060800,1462060800,1462060800,1464393600,1464393600,1464393600,1464393600,1464393600,1464393600,1464393600,1464393600,1464393600,1464393600,1464393600,1464393600,1464393600,1464393600,1464393600,1464393600,1464393600,1467331200"
7346,7346,"650,1805,1667,3030,942","3.0,5.0,4.0,5.0,5.0","1452902400,1452902400,1452902400,1453161600,1456963200"
1987,1987,"2281,970,2244,3124,2242","5.0,5.0,4.0,4.0,4.0","1427414400,1511049600,1511049600,1511049600,1511049600"
3330,3330,"944,874,630,4552,3551,286,2585","5.0,5.0,5.0,5.0,4.0,5.0,5.0","1503532800,1503532800,1503532800,1503619200,1505433600,1506556800,1508457600"
7152,7152,"207,318,548,37,31,209,1348,2914,2844,1075,339,317","5.0,5.0,5.0,2.0,4.0,5.0,5.0,3.0,2.0,3.0,5.0,1.0","1386028800,1394582400,1412640000,1414540800,1414540800,1431734400,1433030400,1471564800,1471824000,1483315200,1502928000,1517616000"
8041,8041,"2395,2485,929,1934,597,1360,334,890,245,949,2530,2487,1736,2873,2251,1457,1466,2207,1364,3257,2489,3279,2632,20,2078,1456,3844,1354,388,1289,2209,2191,2190,127,3833,2663,181,4437","5.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0","1440547200,1440547200,1440633600,1440633600,1440633600,1440633600,1440633600,1440633600,1440633600,1441584000,1445212800,1445212800,1450310400,1450310400,1450310400,1450310400,1450310400,1450310400,1453766400,1453766400,1453766400,1453766400,1453766400,1453766400,1454976000,1454976000,1454976000,1454976000,1478476800,1478476800,1479081600,1479081600,1479081600,1481760000,1481760000,1489622400,1489622400,1489622400"
5596,5596,"21,1451,495,874,277,797,942","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1428624000,1428624000,1428624000,1428624000,1428624000,1428624000,1428624000"
10048,10048,"2424,1829,2984,109,1289,4627,3499,3,1406,841,4347,405,425,4292,575,4815","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1476835200,1480636800,1480636800,1480636800,1480636800,1480636800,1480636800,1480636800,1480636800,1480636800,1481846400,1484352000,1484352000,1484352000,1484352000,1493337600"
10349,10349,"394,383,4820,2937,1971,3482,508,947","5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0","1444608000,1444608000,1472515200,1485475200,1485475200,1485475200,1511049600,1511049600"
7530,7530,"943,478,2647,945,331,1289,589,160","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1456617600,1456617600,1456617600,1456617600,1456617600,1456617600,1456617600,1456617600"
6658,6658,"1341,1316,4487,3479,3045","5.0,5.0,5.0,5.0,5.0","1520467200,1520467200,1520467200,1520467200,1520467200"
6823,6823,"84,348,89,2682,2888,2802,2669","5.0,4.0,4.0,1.0,3.0,5.0,5.0","1422230400,1427068800,1427068800,1469232000,1469232000,1469232000,1469232000"
6751,6751,"2728,1447,1406,4291,2418","4.0,5.0,5.0,4.0,5.0","1513382400,1513382400,1515801600,1515801600,1515801600"
11360,11360,"3901,3950,4284,1874,1241,721,4699,2162,3701,3907,973","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0","1472428800,1472428800,1472428800,1483228800,1483228800,1485993600,1524009600,1532304000,1532304000,1532304000,1532304000"
8940,8940,"591,1992,1993,478,249,2096,2094,3122,2655,2083,2051,2325,2097,2053","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1446249600,1446249600,1446249600,1446249600,1446249600,1446249600,1446249600,1446249600,1446249600,1446249600,1446249600,1446249600,1446249600,1446249600"
10994,10994,"1237,3410,652,3275,1731,2559,3022,1794,1792,1741,2554,3191,3272,1727,1816,2727","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1496016000,1496016000,1496016000,1496016000,1496016000,1496016000,1496016000,1496016000,1496016000,1496016000,1496016000,1496016000,1496016000,1496016000,1496016000,1496016000"
4154,4154,"1531,1533,1360,1772,1223,1843","5.0,5.0,5.0,3.0,5.0,3.0","1439683200,1439683200,1439683200,1445904000,1449014400,1449014400"
5852,5852,"2589,3453,3263,1614,2202","4.0,1.0,3.0,4.0,4.0","1466553600,1466553600,1466553600,1475884800,1475884800"
6837,6837,"502,8,391,386,500,944,348,1310,49,157,135","3.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,4.0,4.0","1414022400,1416700800,1416700800,1416700800,1416700800,1427760000,1427760000,1427760000,1441411200,1441411200,1473552000"
1738,1738,"94,379,1267,1339,3768,3276","5.0,5.0,5.0,5.0,5.0,5.0","1510444800,1510444800,1510444800,1510444800,1510444800,1510444800"
2616,2616,"1808,3229,944,437,1860,363,532,589","3.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0","1448668800,1448668800,1448668800,1448668800,1448668800,1448668800,1448668800,1448668800"
1868,1868,"805,789,237,496,497","3.0,4.0,2.0,5.0,5.0","1424822400,1424822400,1424822400,1427328000,1427328000"
11402,11402,"841,1474,2049,1466,3516,4444,4386,2372,3864,2456,459,2996,5,25,916,4335,2046,3919,410,2630,409,915","5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0","1474934400,1520294400,1520294400,1520294400,1520294400,1520294400,1520294400,1520294400,1520294400,1520294400,1520294400,1520294400,1520294400,1520294400,1532217600,1532217600,1532390400,1532390400,1532390400,1532390400,1532390400,1532390400"
331,331,"408,84,527,1,19,2936,1577,2265,2937,3675,716,181,892,1857,1320,2610,816,248,1867,4048,505,4279,2389,942,1639,1541,27,4638,3501,3474,1866,2390,4233,2118,3413,2855,2121,4337,2392,1727,2085,2786,3202,3495,2396,4013,3729,3947,1256,3285,4634,2794,435,317,3505,3330,3035,1347","4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1392076800,1401321600,1417132800,1422835200,1432252800,1451174400,1451174400,1452988800,1452988800,1452988800,1452988800,1452988800,1452988800,1452988800,1452988800,1452988800,1452988800,1452988800,1457222400,1457222400,1468108800,1471046400,1471046400,1474675200,1474675200,1474675200,1474675200,1474934400,1474934400,1475712000,1476144000,1476144000,1476144000,1476403200,1476403200,1477094400,1477526400,1477526400,1477526400,1477785600,1477785600,1478304000,1478304000,1478304000,1478304000,1479859200,1479945600,1479945600,1482019200,1491782400,1492473600,1498262400,1498262400,1507939200,1508716800,1510531200,1513987200,1533081600"
10023,10023,"1799,402,1974,1630,794,4823","4.0,4.0,3.0,5.0,5.0,5.0","1435968000,1435968000,1435968000,1488326400,1488326400,1488326400"
3320,3320,"359,419,1059,465,478,8,144,479,120","5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0","1416009600,1419552000,1428451200,1428969600,1431302400,1431302400,1431302400,1431302400,1431302400"
7990,7990,"1814,736,2561,438,3551,3607,947,2396,2729,3049,761,1614","3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0","1466985600,1466985600,1466985600,1466985600,1469836800,1480550400,1480550400,1480550400,1480550400,1480550400,1494720000,1494720000"
9987,9987,"2977,986,3022,3114,1660,1453,420,3948","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1483660800,1483660800,1483660800,1483660800,1483660800,1483660800,1483660800,1483660800"
1136,1136,"1273,1844,1843,2792,3774,1169,4417,3823,297,2416,2812","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1465171200,1465171200,1467072000,1500854400,1500854400,1500854400,1500854400,1500854400,1500854400,1500854400,1500854400"
4588,4588,"1027,1522,1410,468,2458","5.0,2.0,5.0,5.0,5.0","1440979200,1440979200,1440979200,1440979200,1440979200"
8208,8208,"815,1843,1845,1846,1359,2467,3346","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1488240000,1488240000,1488240000,1488240000,1488240000,1493596800,1496448000"
5211,5211,"4408,2441,2290,3962,1686,2834,3159","5.0,4.0,5.0,5.0,5.0,3.0,5.0","1489190400,1489190400,1489190400,1489190400,1489190400,1489190400,1489190400"
9679,9679,"3576,3570,3049,2678,817,1470,3413,2059,248","5.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0","1472947200,1472947200,1472947200,1474675200,1474934400,1475020800,1475366400,1475452800,1475539200"
6706,6706,"2467,2467,3973,4721,4726","3.0,5.0,5.0,4.0,4.0","1401321600,1401321600,1472601600,1472601600,1472601600"
9908,9908,"4702,2,870,1397,3349,1237,1267,538,1061,4704,2880,1375,4410,539,1660,1390,1748,1810,479,478,1003,175,2059,1489,1346,4163,1816,1736,4413,1214,425,3199,1764,4426,3415,1815,2734,1029,4482","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1490140800,1490140800,1490140800,1490140800,1490140800,1490140800,1490140800,1490140800,1490140800,1490140800,1490140800,1490140800,1490140800,1490140800,1490140800,1490140800,1502841600,1502841600,1502841600,1502841600,1502841600,1502841600,1502841600,1502841600,1502841600,1502841600,1502841600,1502841600,1502841600,1502841600,1502841600,1502841600,1502841600,1502841600,1502841600,1502841600,1502841600,1502841600,1502841600"
712,712,"1864,2130,33,1339,1665","5.0,5.0,5.0,3.0,4.0","1509321600,1509321600,1509321600,1526083200,1526083200"
3687,3687,"4358,3808,2564,2058,970,4413,3765,691,1482,4235,929,4486","5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0","1502236800,1506902400,1506902400,1506902400,1506902400,1506902400,1506902400,1506902400,1506902400,1506902400,1521504000,1536019200"
9095,9095,"2023,1665,803,2198,4187","5.0,4.0,5.0,5.0,5.0","1451692800,1451692800,1451692800,1452556800,1471392000"
3121,3121,"2375,2780,2458,3791,2353,1375,1490,4291","5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0","1461024000,1461024000,1461024000,1461024000,1461024000,1461024000,1461024000,1470614400"
11217,11217,"436,2498,697,2496,1851","5.0,5.0,5.0,5.0,5.0","1460592000,1460592000,1460592000,1460592000,1463356800"
12648,12648,"63,2516,3346,2914,2766,3493,4,2977,4661,3954,2989,2039,2389,3932,456,2024,2869,4211,4294","1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0","1489276800,1523577600,1524700800,1524700800,1524700800,1524700800,1524700800,1524700800,1524700800,1524700800,1524700800,1529020800,1529020800,1529020800,1529020800,1529020800,1531094400,1531094400,1531094400"
6369,6369,"358,3837,970,4307,949","5.0,5.0,5.0,5.0,4.0","1483574400,1483574400,1483574400,1483574400,1483574400"
7949,7949,"3636,2572,4572,2571,331,3551,327,4254,3553,4255,3703,3022","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0","1498348800,1498348800,1498348800,1498348800,1498348800,1498348800,1498348800,1498348800,1498348800,1498348800,1498348800,1498348800"
1555,1555,"4556,4498,1306,109,136","5.0,5.0,5.0,5.0,5.0","1467072000,1467072000,1467072000,1467590400,1467590400"
3039,3039,"229,2192,487,44,1067,1794,1730,2711,2132,3828,3937,1287,1796,1365,1100,991,1790,780,265,3031","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1442448000,1447286400,1447286400,1447286400,1447286400,1447286400,1447286400,1461283200,1461369600,1461369600,1461369600,1461369600,1461456000,1461456000,1461456000,1461456000,1461456000,1461456000,1461456000,1469750400"
1270,1270,"1009,1010,549,3962,2929,638,40,526","5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0","1417305600,1433548800,1515628800,1515628800,1515628800,1521763200,1521763200,1521763200"
1188,1188,"3914,564,916,919,1394,566,524","5.0,4.0,5.0,4.0,3.0,2.0,5.0","1478044800,1478044800,1478044800,1478736000,1478736000,1478736000,1495152000"
8386,8386,"1252,1236,1868,1253,269,587,947,816,815,322,1209,19,2047,383,1957,892,1007,46,943,3137,1188,557,139,1227,1229,2836,948,1100,61,1230,1838,3233,3073,3755,3951,3227,1674,305,2,1388,2946,4069,599,3921,440,363,1423,1377,1170,780,3929,1314,1326,2937,1490,248,1289,1592,4193,2039,4307,4347,1187,653,2803,1640,1036,760,3706,3695,154,765,2804,992,3888,4274,2668,2756,3953,3234,467,3393,3696,458,3513,4312,1152,3966,1993,3935,1003,3598,4037,3949,3981,1719,950,4049,4284,422,2805,4455,539,334,1873,1961,3729,2936,1075,3399,4148,3307,359,4552,3400,1479","3.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0","1436313600,1436313600,1436313600,1436918400,1436918400,1436918400,1437696000,1437696000,1437696000,1439164800,1439769600,1439769600,1439769600,1441411200,1444953600,1444953600,1444953600,1446768000,1446768000,1446768000,1446768000,1446768000,1447027200,1448323200,1448323200,1448323200,1453766400,1453766400,1453766400,1453766400,1453766400,1455753600,1457568000,1459641600,1459641600,1459641600,1459641600,1459728000,1459728000,1459728000,1459728000,1459728000,1459728000,1459728000,1459728000,1459728000,1459728000,1459728000,1460246400,1460246400,1461024000,1461024000,1461024000,1461024000,1461024000,1461196800,1461196800,1464220800,1464220800,1464220800,1464220800,1464566400,1466121600,1466121600,1466121600,1466121600,1466121600,1466726400,1466985600,1466985600,1466985600,1468627200,1468627200,1468627200,1471737600,1476748800,1476748800,1476748800,1479513600,1479513600,1482624000,1482624000,1483574400,1483574400,1483574400,1485216000,1487376000,1487376000,1488758400,1491955200,1491955200,1494028800,1496188800,1499126400,1499731200,1500249600,1500249600,1501632000,1503446400,1506729600,1507852800,1508630400,1510185600,1510185600,1513296000,1513296000,1513900800,1513900800,1514505600,1514937600,1518825600,1521244800,1521590400,1523232000,1529366400,1529625600"
5407,5407,"4643,1416,2416,4688,3832","4.0,4.0,4.0,4.0,4.0","1492473600,1492473600,1492473600,1492473600,1492473600"
7548,7548,"947,1344,1268,2370,1665","5.0,5.0,4.0,3.0,2.0","1454630400,1454630400,1454630400,1454630400,1457827200"
6553,6553,"2656,1456,1466,2609,2629,3688,4001,4494,4548,3726","3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,5.0","1447113600,1447113600,1447113600,1447113600,1454457600,1469145600,1469145600,1469145600,1469145600,1480636800"
835,835,"952,463,382,4784,2647,967,1556,403,3022,1036,942,2678","5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,3.0,4.0,3.0","1485129600,1485129600,1485129600,1485129600,1485129600,1485129600,1485129600,1485129600,1485129600,1485129600,1485129600,1485648000"
9819,9819,"1258,1601,2500,2503,4040,1360","5.0,3.0,2.0,3.0,2.0,1.0","1472947200,1472947200,1472947200,1472947200,1472947200,1472947200"
3119,3119,"3342,1207,1289,1830,917,2652,2545,1033,600","5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0","1451260800,1451260800,1452297600,1454803200,1455062400,1455408000,1455580800,1457308800,1460073600"
3269,3269,"4123,292,4124,589,4398,3269,1430,555,1300,3981,1748,1383,649,492,2702,3551,3197,136","5.0,5.0,2.0,2.0,5.0,4.0,2.0,5.0,2.0,5.0,3.0,5.0,5.0,4.0,3.0,2.0,5.0,5.0","1470787200,1470787200,1470787200,1470787200,1470787200,1470787200,1470787200,1470787200,1470787200,1470787200,1470787200,1470787200,1470787200,1470787200,1470787200,1470787200,1470787200,1470787200"
3807,3807,"3022,1482,1260,3764,4579,2875,3628,377","5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0","1505952000,1505952000,1505952000,1505952000,1505952000,1505952000,1505952000,1505952000"
4634,4634,"2265,1035,2470,2345,2704","5.0,5.0,5.0,5.0,5.0","1448668800,1448668800,1449705600,1449705600,1449705600"
6335,6335,"3327,3154,335,929,1091","5.0,4.0,5.0,4.0,5.0","1514937600,1517097600,1517097600,1517097600,1517097600"
5240,5240,"1835,547,463,1860,1466,145,531,161,1203,591,1345,1456,1360,440,136,191,494,1454,1829,1694,513,2995,1143,2533","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0","1447804800,1447804800,1447804800,1447804800,1447804800,1447804800,1447804800,1447804800,1447804800,1447804800,1447804800,1447804800,1447804800,1447804800,1447804800,1447804800,1447804800,1449100800,1449100800,1449100800,1449100800,1449187200,1449187200,1449187200"
7327,7327,"1392,2982,2912,1367,1831,2056,2595,425,4702,2297,1292,1605,1396,1606,250,4703","5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0","1473638400,1473638400,1473638400,1473638400,1473638400,1473638400,1482019200,1482019200,1482019200,1482019200,1482019200,1482019200,1482019200,1482019200,1482019200,1536105600"
10612,10612,"2654,3495,149,1143,2151,2893","2.0,1.0,1.0,5.0,3.0,5.0","1460073600,1460073600,1460073600,1460937600,1463356800,1478563200"
7493,7493,"2647,508,1237,1171,495","3.0,4.0,4.0,5.0,4.0","1482883200,1482883200,1482883200,1482883200,1482883200"
10988,10988,"569,1802,4575,4385,1665,687,4896","4.0,4.0,4.0,4.0,4.0,4.0,4.0","1509321600,1509321600,1509321600,1512000000,1512000000,1512000000,1512000000"
9110,9110,"2982,1797,3483,2473,2476,1039,2608,635,1936,1444,4682,4681","5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1468886400,1468886400,1468886400,1468886400,1468886400,1468886400,1468886400,1468886400,1468886400,1468886400,1529452800,1529452800"
10849,10849,"2382,2618,2259,2373,641,2381,3001,2603,3281,2028,2023,896,2249,1369,3884,3537,3840","4.0,5.0,5.0,5.0,3.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0,5.0,3.0","1464998400,1464998400,1464998400,1464998400,1464998400,1464998400,1469232000,1469232000,1469232000,1469232000,1469232000,1469232000,1469232000,1469232000,1469232000,1470528000,1470528000"
9450,9450,"3542,1397,1035,4104,2471,370,3300,3897,4415","5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0","1464220800,1464566400,1469059200,1469059200,1469059200,1469059200,1485043200,1491091200,1491091200"
12042,12042,"61,1345,1153,4211,3926","5.0,5.0,5.0,5.0,5.0","1429315200,1429315200,1482105600,1506124800,1506124800"
5854,5854,"3100,1699,1264,3794,1267","5.0,5.0,5.0,5.0,5.0","1487635200,1487635200,1487635200,1487635200,1487635200"
6176,6176,"2954,2895,2667,2666,38","5.0,5.0,5.0,5.0,5.0","1505520000,1506384000,1510531200,1510531200,1526256000"
11226,11226,"1041,1187,319,832,120,1150,2436,2642,676,518,2820,4417,4679,4080","5.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0","1447545600,1448236800,1448236800,1448236800,1448236800,1448236800,1451088000,1496361600,1496361600,1496361600,1515283200,1518134400,1518134400,1518652800"
2026,2026,"549,1573,450,3497,3494","4.0,4.0,4.0,5.0,5.0","1454025600,1454025600,1454025600,1465344000,1465344000"
11227,11227,"493,39,39,401,347,2086,2786,3350,538,3049","4.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0","1407974400,1407974400,1446681600,1482537600,1491782400,1491782400,1491782400,1491782400,1491782400,1534982400"
3223,3223,"2884,2647,947,3208,689,989,452,1852","1.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0","1449619200,1469836800,1469836800,1469836800,1469836800,1469836800,1469836800,1469836800"
6597,6597,"276,406,579,355,354,2847","5.0,5.0,5.0,5.0,5.0,5.0","1406764800,1406764800,1408492800,1408492800,1408492800,1445299200"
9960,9960,"413,1648,952,27,2095,37,8,1203,31,144,128,122,493,629,570,1358,2621,2620,2619,1359,1515,1638,986,508","5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0","1436227200,1436227200,1437350400,1438473600,1438473600,1438473600,1438473600,1438473600,1438473600,1438473600,1438473600,1438473600,1438473600,1449964800,1449964800,1450569600,1450569600,1450569600,1450569600,1450569600,1450569600,1450569600,1453593600,1453593600"
1361,1361,"2613,1373,1749,1553,3293,3022","5.0,4.0,5.0,5.0,5.0,5.0","1475625600,1475971200,1489881600,1489881600,1489881600,1489881600"
3177,3177,"2826,1588,1520,3458,3115,1408,1534,1869,1461,4785,3739,3790","5.0,5.0,3.0,5.0,3.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0","1462060800,1462060800,1462060800,1468972800,1468972800,1471132800,1471132800,1471132800,1471132800,1509580800,1519084800,1519084800"
2417,2417,"2998,4207,3415,404,479,4326,422","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1479168000,1479168000,1479168000,1479168000,1479168000,1479168000,1479168000"
2549,2549,"2464,1860,2421,861,2682","5.0,2.0,5.0,3.0,1.0","1454630400,1459296000,1464566400,1464566400,1471910400"
9187,9187,"315,994,3505,3499,3220,1893","4.0,3.0,3.0,2.0,5.0,4.0","1412553600,1457654400,1483056000,1509235200,1511222400,1517961600"
8661,8661,"1742,2416,19,17,697,310","5.0,5.0,5.0,5.0,5.0,5.0","1442880000,1489968000,1497398400,1498435200,1506470400,1507075200"
9426,9426,"149,493,113,124,157,39,185,510,321,34","5.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0","1412899200,1412899200,1412899200,1412899200,1412899200,1412899200,1412899200,1412899200,1412899200,1412899200"
9702,9702,"136,944,1691,1680,1692,526,1687,1688,1677,874,1682,1690,431,137,1681,383","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1497571200,1497571200,1497571200,1497571200,1497571200,1497571200,1497571200,1497571200,1497571200,1497571200,1497571200,1497571200,1497571200,1497571200,1497571200,1497571200"
3775,3775,"658,609,617,83,447,743,585,47,716","5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0","1381708800,1427587200,1427587200,1427587200,1427587200,1427587200,1430265600,1430265600,1435795200"
7611,7611,"2338,4477,4607,4467,3195,1839,1402,4047,4547,2836,680","5.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0","1461369600,1464825600,1477267200,1477267200,1482624000,1485129600,1485129600,1485129600,1485129600,1485129600,1485129600"
2594,2594,"4721,538,1456,1466,4880","5.0,5.0,5.0,5.0,5.0","1501200000,1504828800,1504828800,1522022400,1537315200"
9882,9882,"3068,875,477,1430,3012,229,479,591,416,1383,1693,3069,1667,2541,3389,2413,1165,1995,1289,192,3742,1116,3362,3360","3.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,2.0,5.0,4.0,2.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0","1444694400,1444694400,1444780800,1444780800,1444780800,1444780800,1444780800,1444780800,1444867200,1445385600,1447372800,1448755200,1448755200,1448841600,1451692800,1451692800,1451692800,1452470400,1452729600,1453420800,1454630400,1458777600,1476662400,1476662400"
6454,6454,"2439,2424,2432,961,2436","5.0,5.0,5.0,5.0,5.0","1448755200,1448755200,1448755200,1448755200,1454976000"
12919,12919,"1012,806,3049,4379,964,665","4.0,4.0,4.0,5.0,5.0,5.0","1480377600,1480377600,1480377600,1480464000,1480464000,1515888000"
4410,4410,"123,114,9,333,456,163,176","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1497312000,1497312000,1497312000,1497312000,1497312000,1497312000,1502150400"
