index,user_id,sequence_item_ids,sequence_ratings,sequence_timestamps
4537,4537,"3129,3122,3127,3123,3130,3133,3318","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1530489600,1530489600,1530489600,1530489600,1530489600,1530489600,1530489600"
6717,6717,"2897,4259,4370,784,4378,3123","5.0,5.0,4.0,5.0,2.0,2.0","1508284800,1508284800,1508284800,1508284800,1508284800,1508284800"
5033,5033,"30,1310,2739,726,2854,3376","5.0,5.0,5.0,5.0,5.0,5.0","1406678400,1444262400,1444435200,1444435200,1449187200,1482192000"
6740,6740,"1920,556,312,304,1672,2670,1140,1335,4316,4242,2688,3804,365","5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0","1365379200,1388707200,1422316800,1424044800,1434585600,1448323200,1448323200,1448928000,1515888000,1518912000,1518912000,1519516800,1524960000"
3939,3939,"3149,365,1766,3233,866","3.0,4.0,5.0,3.0,3.0","1367884800,1379376000,1421884800,1462752000,1471392000"
7887,7887,"3477,3664,2600,4362,132,913","5.0,5.0,1.0,5.0,2.0,5.0","1464393600,1465171200,1465171200,1465171200,1470268800,1479254400"
3770,3770,"904,271,2451,1186,112","3.0,5.0,4.0,3.0,5.0","1427760000,1427760000,1441497600,1469059200,1488758400"
3584,3584,"313,3083,3651,2038,3575,3225","4.0,5.0,3.0,5.0,5.0,5.0","1278892800,1409788800,1450310400,1454284800,1471305600,1486339200"
4318,4318,"151,1978,3893,4015,2444","4.0,4.0,3.0,4.0,5.0","1475193600,1517443200,1517443200,1527379200,1527638400"
2979,2979,"891,3453,622,2205,207","5.0,5.0,5.0,5.0,5.0","1310601600,1310601600,1311811200,1381104000,1384560000"
1305,1305,"1881,130,2839,2561,1128,829,2793,1172","1.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0","1381795200,1437609600,1438992000,1444953600,1477267200,1477267200,1477267200,1527206400"
3570,3570,"2341,3720,208,347,1677,181","5.0,5.0,5.0,5.0,5.0,5.0","1488499200,1488499200,1488499200,1492387200,1495238400,1508544000"
2193,2193,"4228,3447,3318,3122,3133","1.0,2.0,5.0,2.0,1.0","1503187200,1507593600,1512086400,1512086400,1512172800"
7738,7738,"1703,2615,2183,2613,3779,1610,1699","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1452988800,1455753600,1455753600,1455753600,1455753600,1455753600,1455753600"
6150,6150,"1084,3197,3445,1567,1767,2124,1776,2839,786,2380,1907,1568,2865,2006,1996,855,1845,1367,1672,695","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1414627200,1418342400,1418688000,1418688000,1418688000,1418688000,1418688000,1418688000,1418947200,1418947200,1418947200,1418947200,1418947200,1418947200,1418947200,1420243200,1420243200,1420243200,1420243200,1423267200"
5184,5184,"3949,2492,2894,3165,3316,3712","2.0,1.0,5.0,5.0,4.0,5.0","1457395200,1458604800,1458604800,1462233600,1465084800,1488931200"
6616,6616,"3205,348,151,1938,1599,4203","3.0,5.0,3.0,5.0,5.0,5.0","1419292800,1457395200,1472515200,1472515200,1498780800,1517011200"
8388,8388,"3332,2321,2774,3637,3636","5.0,5.0,1.0,5.0,4.0","1486771200,1486771200,1486771200,1486771200,1486771200"
3484,3484,"705,29,2036,644,2949,1185,1361,1846","5.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0","1435968000,1436054400,1436054400,1436054400,1436054400,1436313600,1436486400,1437523200"
1740,1740,"1212,535,325,1043,1773,634,826,133,946,4211,1869,1260,1216,1293","5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1366416000,1376870400,1388534400,1394150400,1411862400,1430265600,1446336000,1446336000,1481760000,1482624000,1501286400,1501286400,1524441600,1524441600"
1819,1819,"44,95,2048,3361,414,2880,1074,111","2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0","1426636800,1518825600,1518825600,1520899200,1524182400,1524182400,1524873600,1524873600"
8128,8128,"131,518,376,121,130","5.0,5.0,5.0,5.0,5.0","1439164800,1488499200,1509926400,1509926400,1515369600"
2806,2806,"621,2824,2143,231,3991","2.0,2.0,1.0,1.0,3.0","1325376000,1375228800,1397692800,1512691200,1521504000"
7367,7367,"3393,2135,1044,2069,4303,1546,169,2874","5.0,5.0,5.0,2.0,1.0,5.0,3.0,3.0","1507766400,1507766400,1509408000,1509408000,1512777600,1514073600,1514160000,1526515200"
6848,6848,"1827,1669,3333,2970,1746","5.0,5.0,5.0,5.0,5.0","1519084800,1519084800,1519084800,1519084800,1519084800"
501,501,"236,929,350,340,2417,675,205","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1426291200,1444953600,1457308800,1495411200,1495411200,1495411200,1497484800"
8227,8227,"68,2281,2173,2456,1069,405,503,1846,4317","1.0,5.0,4.0,2.0,5.0,1.0,1.0,1.0,2.0","1358726400,1440633600,1441065600,1441584000,1452902400,1453680000,1453680000,1455062400,1512950400"
1620,1620,"1536,259,1271,2681,2631","5.0,4.0,5.0,3.0,5.0","1420416000,1439424000,1442534400,1445558400,1449014400"
1548,1548,"1601,47,137,1846,1454,2660,470,3276,4320,1426","5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0","1395446400,1426291200,1458432000,1481500800,1483574400,1487289600,1519516800,1519516800,1519516800,1525996800"
4761,4761,"2197,456,394,744,2333,1679","5.0,5.0,5.0,2.0,4.0,5.0","1367539200,1412812800,1412812800,1418428800,1418428800,1418428800"
1732,1732,"367,2925,2999,3809,4170,4349","5.0,5.0,5.0,5.0,5.0,5.0","1457481600,1457481600,1457481600,1457481600,1486684800,1486684800"
6383,6383,"633,1392,2637,1251,2043,2499,3938,4315,2897","3.0,4.0,5.0,2.0,1.0,3.0,3.0,1.0,3.0","1355270400,1403827200,1459209600,1476835200,1480550400,1483574400,1494979200,1512259200,1513382400"
7900,7900,"1751,1568,1673,1598,2270","5.0,5.0,4.0,4.0,5.0","1417046400,1417046400,1417046400,1417046400,1417046400"
6699,6699,"1269,1272,749,1522,1521,2253,287","5.0,5.0,5.0,5.0,5.0,5.0,4.0","1442448000,1442448000,1443657600,1444262400,1444262400,1452556800,1456012800"
248,248,"604,2121,866,4328,1803,2289","2.0,1.0,5.0,5.0,5.0,1.0","1433289600,1460073600,1478995200,1479081600,1483660800,1513382400"
7606,7606,"46,426,2131,46,426","5.0,5.0,5.0,5.0,5.0","1378512000,1378512000,1462406400,1468886400,1468886400"
3953,3953,"1985,567,2628,1715,633,756,1075,989","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1389225600,1409356800,1415318400,1415318400,1415318400,1456358400,1484956800,1496620800"
5566,5566,"1835,2768,3706,3921,3924,3644,3704","4.0,5.0,3.0,4.0,5.0,5.0,5.0","1393718400,1449532800,1453766400,1454457600,1456617600,1458518400,1482278400"
7765,7765,"641,114,113,737,574","5.0,5.0,5.0,5.0,5.0","1406505600,1429142400,1429142400,1469491200,1503100800"
5366,5366,"1371,1771,836,1420,2170,3059","1.0,5.0,5.0,3.0,4.0,5.0","1386720000,1386720000,1386720000,1455148800,1455148800,1470787200"
1086,1086,"1465,1220,31,470,2835,3494,347","3.0,5.0,5.0,4.0,2.0,4.0,4.0","1487721600,1490572800,1493769600,1493769600,1501977600,1513036800,1523232000"
160,160,"1432,2309,2920,4045,3476","3.0,5.0,4.0,5.0,5.0","1392854400,1411257600,1415404800,1459036800,1527552000"
897,897,"2948,1474,986,1228,780,4302,3478","5.0,5.0,5.0,5.0,2.0,3.0,5.0","1418256000,1418256000,1431648000,1444608000,1448323200,1470009600,1489968000"
5581,5581,"2680,3889,4231,137,1196","5.0,5.0,5.0,5.0,5.0","1427155200,1452470400,1467244800,1484611200,1484611200"
4702,4702,"3000,2838,2895,2894,3381,3382,3449,3462,3142,3141,3793,4093,3972,4135,3724","4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1416614400,1416614400,1420416000,1423785600,1423785600,1423785600,1441065600,1441065600,1455840000,1455840000,1463443200,1470960000,1473638400,1479600000,1522627200"
5398,5398,"2216,2111,3394,2743,2118,2821,3380,498,3557,3428,3930,2611,3262,3637,3380,3120,4350,1555","1.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0","1438819200,1438819200,1439164800,1440115200,1442102400,1443398400,1447718400,1447718400,1447718400,1453593600,1453593600,1453593600,1453593600,1453766400,1458604800,1468972800,1502668800,1503446400"
8336,8336,"1702,3748,131,131,559,1228","4.0,3.0,4.0,5.0,3.0,4.0","1418860800,1418860800,1456444800,1475625600,1498780800,1498780800"
6430,6430,"1139,1167,644,1103,130","4.0,4.0,3.0,1.0,5.0","1350345600,1367884800,1415059200,1415059200,1462147200"
3599,3599,"1593,911,365,1266,740","5.0,2.0,3.0,4.0,4.0","1326499200,1388275200,1412553600,1424736000,1424736000"
6247,6247,"1607,1497,2267,836,2243,853","5.0,2.0,3.0,2.0,5.0,5.0","1473811200,1479600000,1479600000,1479600000,1483315200,1483315200"
6264,6264,"2451,1453,2486,1310,1096,1448,561,1194","5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0","1387065600,1388793600,1419292800,1419292800,1419292800,1419292800,1438905600,1523923200"
2522,2522,"2152,1669,2361,3379,1939,2584","5.0,5.0,5.0,5.0,5.0,3.0","1449792000,1449792000,1449792000,1449792000,1449792000,1449792000"
152,152,"3407,2102,3991,469,2912","4.0,5.0,5.0,5.0,5.0","1465603200,1478736000,1478736000,1496016000,1496016000"
1316,1316,"715,2485,2577,2605,347,2364,2125","1.0,5.0,5.0,5.0,5.0,5.0,5.0","1352246400,1455926400,1455926400,1455926400,1455926400,1455926400,1455926400"
6725,6725,"2468,2970,2969,1784,3279","4.0,4.0,4.0,4.0,4.0","1436486400,1470182400,1470960000,1494892800,1523836800"
4749,4749,"2257,355,2120,2632,1905","5.0,5.0,5.0,5.0,2.0","1389398400,1391472000,1391472000,1453507200,1453507200"
5215,5215,"835,1672,1045,852,2152,1631,2402,3037,2878","5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0","1405900800,1405900800,1410998400,1410998400,1411516800,1438300800,1438300800,1438300800,1438300800"
2929,2929,"644,527,730,535,3026,2670","4.0,5.0,5.0,5.0,5.0,5.0","1460073600,1460073600,1460160000,1467849600,1493942400,1498089600"
7859,7859,"3535,3132,4240,4228,4084,3062,151,3445,3133,1907","5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1517270400,1517270400,1517270400,1517270400,1517270400,1517270400,1517270400,1517270400,1517270400,1517270400"
5419,5419,"2896,2897,2895,3631,3095","5.0,5.0,4.0,4.0,5.0","1406160000,1406160000,1406160000,1435881600,1437523200"
8091,8091,"1251,1251,866,1274,2080","5.0,5.0,1.0,3.0,5.0","1379462400,1386547200,1420156800,1433635200,1454371200"
2655,2655,"4230,254,1585,2382,2231","5.0,4.0,5.0,5.0,5.0","1499558400,1499558400,1499558400,1499558400,1502668800"
4997,4997,"717,1994,1251,1568,3429","5.0,4.0,5.0,4.0,5.0","1397779200,1400025600,1488844800,1493596800,1494547200"
3041,3041,"934,365,904,998,1778,1668","5.0,5.0,5.0,5.0,5.0,5.0","1363824000,1407456000,1407456000,1407456000,1417651200,1427500800"
8294,8294,"1185,3809,2925,2999,2921","4.0,4.0,4.0,4.0,4.0","1448928000,1450310400,1450310400,1450310400,1451347200"
8312,8312,"1142,2255,2033,860,1705","4.0,4.0,5.0,5.0,3.0","1417564800,1417564800,1417564800,1417564800,1417564800"
5420,5420,"1895,414,551,4145,4217","5.0,5.0,5.0,5.0,5.0","1469923200,1486598400,1501027200,1518566400,1530403200"
3072,3072,"3494,2138,3407,3651,1927,992","5.0,5.0,4.0,4.0,4.0,4.0","1451260800,1451260800,1472601600,1472601600,1488240000,1488240000"
1017,1017,"4000,3951,2896,4266,3221,3660","1.0,1.0,5.0,1.0,1.0,3.0","1463270400,1464307200,1465862400,1491436800,1495065600,1495065600"
5687,5687,"2265,3135,3006,3147,335","5.0,5.0,5.0,5.0,5.0","1388793600,1424217600,1429747200,1464220800,1490140800"
2629,2629,"1908,4071,3333,1658,2332","5.0,5.0,5.0,5.0,5.0","1453420800,1488067200,1488067200,1526947200,1526947200"
3874,3874,"2345,516,2299,913,1315,783","5.0,5.0,5.0,5.0,5.0,5.0","1396137600,1396137600,1400716800,1405209600,1436400000,1447891200"
7636,7636,"1252,341,121,662,1288,1615,2398,141,2860","4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0","1355702400,1355788800,1355788800,1356825600,1440806400,1448668800,1471824000,1477872000,1515283200"
2477,2477,"633,1226,3694,2036,1113,4326,2884,4238,4231","5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0","1412726400,1430697600,1430697600,1451347200,1510531200,1516838400,1525651200,1530921600,1533254400"
3823,3823,"2106,1225,95,2670,1270,1152,4375","5.0,5.0,5.0,5.0,5.0,2.0,5.0","1388188800,1388188800,1421452800,1437696000,1445126400,1473984000,1473984000"
7358,7358,"71,151,72,641,364","4.0,4.0,4.0,5.0,5.0","1419897600,1419897600,1419897600,1419897600,1419897600"
3226,3226,"806,421,556,31,613,1181,591,1522,299,425,2776,2854,1156,2788,656,877,2499,3181","5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,5.0,5.0,1.0,2.0,5.0,5.0,5.0","1343952000,1362096000,1371600000,1374710400,1374710400,1400025600,1400025600,1401753600,1405036800,1405036800,1415404800,1441065600,1465516800,1489104000,1492214400,1495497600,1507075200,1532217600"
6650,6650,"2475,2321,2322,14,2980,3811","5.0,5.0,5.0,5.0,5.0,5.0","1471651200,1471651200,1471910400,1471910400,1471910400,1527292800"
4736,4736,"3954,1821,2497,2138,2329,1819,244","5.0,5.0,5.0,2.0,4.0,5.0,4.0","1459728000,1459728000,1459728000,1463529600,1463529600,1467763200,1470787200"
7,7,"217,926,1249,531,1382,775,347,2436,697,130,2846,3720,4052","5.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0","1293321600,1366934400,1370390400,1378857600,1380758400,1389139200,1389139200,1411257600,1420588800,1423180800,1459123200,1461024000,1474675200"
3550,3550,"553,207,2232,2382,1674,206,1165","5.0,5.0,5.0,5.0,5.0,5.0,3.0","1414800000,1422662400,1430438400,1430438400,1459814400,1459814400,1474156800"
3694,3694,"3307,684,3933,2561,1040,4123,347,3279","4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0","1468281600,1468281600,1469404800,1469404800,1484438400,1503100800,1504828800,1511049600"
6893,6893,"787,2414,826,1778,78","5.0,5.0,5.0,5.0,5.0","1406073600,1407110400,1407110400,1408320000,1456099200"
5022,5022,"326,327,946,2505,3066,1026","5.0,5.0,5.0,5.0,5.0,5.0","1399075200,1399075200,1425427200,1474934400,1476316800,1480204800"
7258,7258,"347,315,117,1722,1251,1099","5.0,1.0,4.0,1.0,2.0,5.0","1376697600,1396483200,1396483200,1396483200,1396828800,1450396800"
2892,2892,"3053,2803,3054,2735,3407,182,3177,528,945","5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0","1444953600,1444953600,1444953600,1454198400,1482624000,1504828800,1504828800,1508630400,1508630400"
5910,5910,"1791,1378,2148,4156,230,3174","5.0,5.0,5.0,5.0,5.0,5.0","1395619200,1397001600,1403049600,1464134400,1465084800,1466035200"
3364,3364,"242,314,1870,4282,3058,3359,4213","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1439683200,1439683200,1439683200,1445558400,1445558400,1447113600,1447113600"
3684,3684,"838,836,1141,1123,786,2671","5.0,4.0,5.0,5.0,5.0,5.0","1412380800,1412380800,1416441600,1416441600,1416441600,1428883200"
4718,4718,"1143,1509,2941,332,1511","5.0,5.0,5.0,5.0,5.0","1444953600,1446422400,1446422400,1446422400,1446422400"
8263,8263,"2112,3097,3101,2895,3141,2887,2469","5.0,5.0,4.0,5.0,5.0,5.0,5.0","1409011200,1411084800,1416528000,1416528000,1416528000,1420502400,1420502400"
3614,3614,"3484,2231,470,2976,3173,4087","5.0,3.0,5.0,5.0,5.0,5.0","1378252800,1408147200,1414800000,1503014400,1505692800,1527379200"
5450,5450,"1113,866,826,3482,43,3154,3203,2058","5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0","1369180800,1448841600,1448841600,1457049600,1457049600,1511913600,1511913600,1511913600"
1234,1234,"444,463,2001,1836,449,2520","5.0,5.0,5.0,4.0,5.0,5.0","1425945600,1425945600,1487635200,1487635200,1488931200,1497398400"
4005,4005,"1352,2396,2178,2146,1963,2541,2148,2149,3262,2678,531,4130,4175,3348","4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0","1361750400,1378080000,1386201600,1386201600,1396828800,1397174400,1402617600,1405900800,1426291200,1440547200,1455062400,1459641600,1467331200,1468800000"
516,516,"1517,2486,3055,4201,3885","4.0,4.0,3.0,4.0,4.0","1360540800,1383609600,1421020800,1527552000,1527552000"
5476,5476,"2877,68,2451,1383,1338,2138","4.0,5.0,2.0,5.0,5.0,5.0","1403568000,1412121600,1412380800,1415750400,1415750400,1449705600"
2590,2590,"3381,4169,2898,3164,3039,3219,3530","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1476662400,1476662400,1476662400,1476662400,1476662400,1476662400,1476662400"
4773,4773,"1657,913,115,470,3276","5.0,5.0,5.0,5.0,5.0","1430870400,1446681600,1454889600,1479081600,1479081600"
8332,8332,"1697,1226,314,2140,2880,2791,2881,2255,3250","3.0,1.0,4.0,5.0,3.0,4.0,3.0,5.0,2.0","1421539200,1448582400,1448582400,1449878400,1449878400,1449878400,1449878400,1518825600,1531872000"
5471,5471,"2328,406,24,4368,2834","5.0,5.0,4.0,5.0,5.0","1475107200,1475107200,1475107200,1476748800,1476748800"
6281,6281,"2384,555,505,502,3081,1724","4.0,4.0,5.0,5.0,4.0,4.0","1424044800,1438646400,1508716800,1508716800,1518739200,1518739200"
1378,1378,"3876,3876,3216,2462,3786,3852","3.0,4.0,4.0,5.0,5.0,3.0","1463443200,1463443200,1463443200,1463443200,1463443200,1489017600"
4580,4580,"2734,2934,3089,2997,1034","5.0,5.0,5.0,5.0,5.0","1437523200,1455148800,1455148800,1455148800,1469404800"
14,14,"819,2451,1426,146,201,746,3603,613","3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0","1309564800,1356480000,1384992000,1402272000,1420848000,1463529600,1466121600,1470355200"
351,351,"278,1002,3321,2186,44,1757","4.0,4.0,4.0,3.0,2.0,4.0","1387756800,1408147200,1464307200,1464307200,1464307200,1464307200"
2463,2463,"904,979,586,669,704,112","5.0,5.0,1.0,5.0,3.0,5.0","1238284800,1249516800,1258416000,1258416000,1258416000,1258416000"
4126,4126,"3496,2518,3085,2735,406","5.0,5.0,5.0,5.0,4.0","1484697600,1484697600,1484697600,1484697600,1484870400"
8160,8160,"3589,3948,3821,3133,3726,3935,3938,3366","5.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0","1450828800,1455148800,1458345600,1460073600,1460073600,1466812800,1467763200,1469404800"
4353,4353,"3077,3040,3360,1998,3882","5.0,5.0,3.0,3.0,4.0","1452643200,1452643200,1452643200,1465516800,1465862400"
7986,7986,"3062,2896,2902,3542,2905,3362,3462","2.0,5.0,5.0,3.0,5.0,3.0,5.0","1421193600,1425772800,1425772800,1425772800,1425772800,1437436800,1437436800"
1041,1041,"2423,1184,4321,3430,614","4.0,5.0,5.0,1.0,1.0","1483574400,1483574400,1483574400,1499299200,1523664000"
4281,4281,"3353,3614,3625,3805,3457,3619","5.0,5.0,5.0,4.0,3.0,5.0","1501113600,1501113600,1501113600,1501113600,1501113600,1508198400"
8074,8074,"1218,518,518,2188,2998,3662","5.0,5.0,5.0,4.0,5.0,5.0","1372118400,1372118400,1392940800,1412640000,1428624000,1482537600"
2402,2402,"4337,3307,4202,1226,3576,4320","5.0,5.0,5.0,5.0,5.0,5.0","1472774400,1474502400,1484870400,1487894400,1497225600,1519776000"
547,547,"1433,684,2919,3455,2452,2444,482,2299,3515,339,936","4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0","1390521600,1416700800,1437955200,1443312000,1456185600,1465948800,1474070400,1478995200,1501286400,1509580800,1523836800"
1471,1471,"752,401,391,1,3747,1966,2817,357,826,2237,866,1212,1386,2267,2889,396,4137","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0","1416355200,1416787200,1416787200,1418083200,1423526400,1423526400,1453334400,1453334400,1453334400,1453334400,1453334400,1453334400,1453334400,1453334400,1453334400,1453334400,1486339200"
1869,1869,"1332,1626,1891,3344,1457,2969,2417,675","5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0","1417478400,1436140800,1443916800,1448236800,1458000000,1461715200,1465257600,1465257600"
2874,2874,"1601,587,1005,2501,3081,964,531","2.0,4.0,4.0,3.0,1.0,2.0,4.0","1353801600,1415836800,1415836800,1482969600,1509148800,1515283200,1516492800"
788,788,"1443,1089,2741,4113,2394,3085,1300,1233,2200","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1398902400,1398902400,1422489600,1422489600,1422489600,1422489600,1436745600,1479600000,1479600000"
4577,4577,"461,39,340,2981,1541,2733","5.0,4.0,5.0,5.0,4.0,5.0","1378080000,1384387200,1435363200,1456790400,1463702400,1495584000"
7782,7782,"2475,1601,2934,3089,2997,4334","4.0,4.0,5.0,5.0,5.0,5.0","1405814400,1472860800,1472860800,1472860800,1472860800,1533859200"
130,130,"1499,2744,2900,1514,2841,402,2480,2902,1927,1934,2592,3462","5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0","1365724800,1396569600,1405728000,1408492800,1408492800,1408492800,1408579200,1413849600,1449100800,1449100800,1455494400,1475107200"
7018,7018,"1651,1919,2337,4,1512","2.0,4.0,4.0,5.0,4.0","1407456000,1428451200,1447372800,1447372800,1450483200"
373,373,"3366,3367,3267,2841,2821,3624,4221,3612,3458","5.0,5.0,5.0,2.0,5.0,5.0,3.0,5.0,5.0","1426032000,1426032000,1426032000,1426809600,1427068800,1472083200,1475884800,1475884800,1475884800"
3030,3030,"2255,176,1227,962,3147,1901,2425","5.0,4.0,5.0,5.0,3.0,5.0,5.0","1405987200,1414022400,1414022400,1434758400,1441756800,1451174400,1452902400"
216,216,"355,2896,2373,2895,2894,3138,3134,3129,784,3268,3690,3660,4093,2809,4253,1896","5.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0","1353888000,1429142400,1429142400,1429142400,1429142400,1429142400,1431129600,1431129600,1432684800,1434067200,1438732800,1444953600,1454889600,1462406400,1463443200,1518307200"
3324,3324,"632,2268,1807,2372,3195,3262,3416,230,368,489","5.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0","1285200000,1369267200,1370390400,1378166400,1413763200,1429315200,1442534400,1462320000,1467158400,1472860800"
278,278,"3676,3692,3636,3801,3637,3723,3679","1.0,4.0,5.0,2.0,3.0,4.0,2.0","1468368000,1469664000,1469664000,1469664000,1469664000,1470787200,1475452800"
7923,7923,"3903,2110,2017,2419,4339,3974","4.0,4.0,4.0,4.0,4.0,4.0","1485820800,1486080000,1486339200,1491350400,1526428800,1526428800"
6792,6792,"2899,2900,2903,2904,3092,3137,3136,2901,2905,3094","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1424563200,1424563200,1424563200,1424563200,1424563200,1424563200,1424563200,1424563200,1424563200,1426550400"
6234,6234,"1567,1123,716,323,2852","5.0,4.0,5.0,5.0,5.0","1422662400,1429056000,1440288000,1456617600,1493856000"
2324,2324,"1499,1732,3161,3248,2844","5.0,5.0,5.0,5.0,3.0","1418947200,1449273600,1451952000,1451952000,1512432000"
3692,3692,"3460,3124,3467,2734,3636","4.0,3.0,5.0,5.0,5.0","1500595200,1502064000,1507680000,1507680000,1534809600"
8274,8274,"958,406,2388,1044,3477","5.0,5.0,5.0,5.0,5.0","1424476800,1427673600,1441584000,1503014400,1511308800"
2918,2918,"1185,2660,3001,4293,3994,2634","5.0,5.0,5.0,5.0,5.0,5.0","1466899200,1489363200,1491868800,1492992000,1496707200,1522713600"
2667,2667,"2848,1669,962,2566,1580,518,3482,3300,795","4.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0","1426204800,1426204800,1426464000,1447718400,1449187200,1477785600,1480550400,1480550400,1522022400"
463,463,"4009,4088,1979,34,1496","5.0,5.0,5.0,5.0,5.0","1440892800,1440892800,1440892800,1440892800,1519084800"
5457,5457,"743,1577,2001,2136,108","5.0,5.0,5.0,5.0,5.0","1420070400,1426809600,1446595200,1471996800,1492041600"
8250,8250,"1673,1123,2451,378,2880,170","5.0,5.0,5.0,5.0,4.0,5.0","1438473600,1438473600,1438473600,1438473600,1447545600,1447545600"
2598,2598,"2587,365,1531,2451,776,3516","2.0,5.0,5.0,4.0,4.0,5.0","1422748800,1459036800,1459036800,1471910400,1471910400,1519171200"
2869,2869,"150,2399,3866,4223,3868","4.0,5.0,5.0,4.0,5.0","1452038400,1452038400,1503619200,1523836800,1529971200"
8,8,"2848,3379,4113,151,1669","5.0,5.0,5.0,5.0,5.0","1464307200,1464307200,1464307200,1464307200,1464307200"
7363,7363,"157,2734,364,4365,3361","5.0,5.0,5.0,5.0,5.0","1387929600,1483747200,1516406400,1516406400,1516406400"
2684,2684,"784,4054,3179,3636,3660,3101","5.0,5.0,5.0,5.0,5.0,5.0","1492387200,1492473600,1492473600,1492473600,1495584000,1495584000"
2167,2167,"1993,1991,1822,1556,286,290,2114","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1448928000,1448928000,1448928000,1448928000,1448928000,1448928000,1448928000"
4787,4787,"1987,1409,2650,3925,1315,4104","5.0,2.0,5.0,4.0,5.0,5.0","1346198400,1393718400,1427155200,1454371200,1458086400,1505692800"
1510,1510,"3052,3054,3971,3174,865","5.0,3.0,5.0,5.0,4.0","1419897600,1426809600,1462320000,1464652800,1504742400"
2836,2836,"2273,2338,1183,959,982,1196","5.0,5.0,4.0,5.0,5.0,5.0","1407542400,1408492800,1408492800,1408492800,1429920000,1471478400"
6784,6784,"3142,3141,3118,3161,4054,3410,1315","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1436140800,1436140800,1441843200,1464307200,1483142400,1498780800,1523145600"
861,861,"2451,776,599,394,456","4.0,4.0,5.0,4.0,4.0","1463529600,1463529600,1477872000,1485129600,1485129600"
3861,3861,"313,327,4380,4380,1887,2811","5.0,4.0,5.0,5.0,4.0,5.0","1417219200,1425600000,1487548800,1493337600,1493337600,1493337600"
524,524,"4224,1813,2109,1473,144","4.0,4.0,4.0,4.0,4.0","1499904000,1503446400,1503446400,1503446400,1521504000"
5316,5316,"607,2459,2562,3141,2589,1651","4.0,5.0,4.0,5.0,5.0,5.0","1437696000,1437696000,1437696000,1437696000,1438300800,1440460800"
6467,6467,"1601,3854,2451,776,934,3239","4.0,5.0,5.0,5.0,5.0,4.0","1411603200,1523232000,1524528000,1524528000,1524787200,1532822400"
4423,4423,"4288,1174,2852,4291,2582,1253,3666","3.0,3.0,3.0,4.0,2.0,3.0,3.0","1513641600,1513641600,1520899200,1520899200,1521676800,1522108800,1533772800"
